0.000773994,0,0,0,0,0.952012,0,0,0,0,0,0,0,0,0,0,246.848,0.801409
0.000746826,0,0,0,0,0.974608,0,0,0,0,0,0,0,0,0,0,248.605,0.802868
0.00074129,0,0,0,0,0.972572,0,0,0,0,0,0,0,0,0,0,248.588,0.80417
0.000685401,0,0,0,0,0.992461,0,0,0,0,0,0,0,0,0,0,249.361,0.806498
0.000591017,0,0,0,0,0.999409,0,0,0,0,0,0,0,0,0,0,250.077,0.807132
0.000771605,0,0,0,0,0.950617,0,0,0,0,0,0,0,0,0,0,247.707,0.803049
0.000706714,0,0,0,0,0.991519,0,0,0,0,0,0,0,0,0,0,249.847,0.806859
0.000788644,0,0,0,0,0.951893,0,0,0,0,0,0,0,0,0,0,247.338,0.802664
0.000747384,0,0,0,0,0.964126,0,0,0,0,0,0,0,0,0,0,248.195,0.803284
0.000821018,0,0,0,0,0.921182,0,0,0,0,0,0,0,0,0,0,246.73,0.79681
0.00069979,0,0,0,0,0.985304,0,0,0,0,0,0,0,0,0,0,248.151,0.802751
0.000732601,0,0,0,0,0.975824,0,0,0,0,0,0,0,0,0,0,249.102,0.805423
0.00070922,0,0,0,0,0.987943,0,0,0,0,0,0,0,0,0,0,249.317,0.805059
0.000702247,0,0,0,0,0.995787,0,0,0,0,0,0,0,0,0,0,249.356,0.805361
0.000773395,0,0,0,0,0.962877,0,0,0,0,0,0,0,0,0,0,249.788,0.805651
0.000733676,0,0,0,0,0.957447,0,0,0,0,0,0,0,0,0,0,248.448,0.801134
0.000759301,0,0,0,0,0.970387,0,0,0,0,0,0,0,0,0,0,248.522,0.804958
0.00067981,0,0,0,0,0.990483,0,0,0,0,0,0,0,0,0,0,248.936,0.803457
0.000685871,0,0,0,0,0.98834,0,0,0,0,0,0,0,0,0,0,248.117,0.803031
0.000682594,0,0,0,0,0.991126,0,0,0,0,0,0,0,0,0,0,248.592,0.801423
0.000777001,0,0,0,0,0.967366,0,0,0,0,0,0,0,0,0,0,247.988,0.800747
0.000710227,0,0,0,0,0.972301,0,0,0,0,0,0,0,0,0,0,249.333,0.804157
0.000745712,0,0,0,0,0.948546,0,0,0,0,0,0,0,0,0,0,247.831,0.801242
0.000685871,0,0,0,0,0.991084,0,0,0,0,0,0,0,0,0,0,249.621,0.804702
0.000753012,0,0,0,0,0.953313,0,0,0,0,0,0,0,0,0,0,247.184,0.796931
0.00076746,0,0,0,0,0.947045,0,0,0,0,0,0,0,0,0,0,247.028,0.799113
0.000786164,0,0,0,0,0.966195,0,0,0,0,0,0,0,0,0,0,248.465,0.801967
0.00070373,0,0,0,0,0.993666,0,0,0,0,0,0,0,0,0,0,249.771,0.803869
0.00078125,0,0,0,0,0.946875,0,0,0,0,0,0,0,0,0,0,245.955,0.796311
0.000818331,0,0,0,0,0.922259,0,0,0,0,0,0,0,0,0,0,245.997,0.799377
0.000679348,0,0,0,0,0.98981,0,0,0,0,0,0,0,0,0,0,248.35,0.801321
0.000587544,0,0,0,0,0.999412,0,0,0,0,0,0,0,0,0,0,249.77,0.804013
0.000587544,0,0,0,0,0.999412,0,0,0,0,0,0,0,0,0,0,249.771,0.804022
0.000687758,0,0,0,0,0.986245,0,0,0,0,0,0,0,0,0,0,248.561,0.801011
0.000682594,0,0,0,0,0.991126,0,0,0,0,0,0,0,0,0,0,249.558,0.804281
0.000726216,0,0,0,0,0.973856,0,0,0,0,0,0,0,0,0,0,247.922,0.800809
0.000820345,0,0,0,0,0.915505,0,0,0,0,0,0,0,0,0,0,245.733,0.794631
0.000686342,0,0,0,0,0.991764,0,0,0,0,0,0,0,0,0,0,248.352,0.802365
0.000827815,0,0,0,0,0.916391,0,0,0,0,0,0,0,0,0,0,246.2,0.794255
0.000704722,0,0,0,0,0.989429,0,0,0,0,0,0,0,0,0,0,248.898,0.799992
0.000746269,0,0,0,0,0.952985,0,0,0,0,0,0,0,0,0,0,246.663,0.797933
0.000746269,0,0,0,0,0.952985,0,0,0,0,0,0,0,0,0,0,246.365,0.793788
0.000748503,0,0,0,0,0.967066,0,0,0,0,0,0,0,0,0,0,247.902,0.79769
0.000684463,0,0,0,0,0.990418,0,0,0,0,0,0,0,0,0,0,249.628,0.80392
0.000737463,0,0,0,0,0.967552,0,0,0,0,0,0,0,0,0,0,248.913,0.80178
0.000740741,0,0,0,0,0.975556,0,0,0,0,0,0,0,0,0,0,246.59,0.798081
0.00076746,0,0,0,0,0.947045,0,0,0,0,0,0,0,0,0,0,247.028,0.799113
0.000771605,0,0,0,0,0.950617,0,0,0,0,0,0,0,0,0,0,247.707,0.803049
0.000773994,0,0,0,0,0.952012,0,0,0,0,0,0,0,0,0,0,246.848,0.801409
0.000746826,0,0,0,0,0.974608,0,0,0,0,0,0,0,0,0,0,248.605,0.802868
